position #,Time [UTC],Time [LMT],Longitude [deg],Latitude [deg],Altitude [m],Status,Main [V],Beacon [V],Temperature [ÁC]
766,10/7/18 20:00,10/7/18 14:00,99.27735,15.53755,347,val. GPS-3D,3.28,3.6,28
765,10/7/18 19:45,10/7/18 13:45,99.27725,15.53937,408,val. GPS-3D,3.28,3.6,28
764,10/7/18 19:30,10/7/18 13:30,99.27639,15.54327,481,val. GPS-3D,3.28,3.6,28
763,10/7/18 19:15,10/7/18 13:15,99.27617,15.54637,473,val. GPS-3D,3.28,3.6,28
762,10/7/18 19:00,10/7/18 13:00,99.27607,15.54732,520,val. GPS-3D,3.28,3.6,29
761,10/7/18 18:45,10/7/18 12:45,99.27517,15.54951,487,val. GPS-3D,3.28,3.6,29
760,10/7/18 18:30,10/7/18 12:30,99.27516,15.54942,469,val. GPS-3D,3.28,3.6,29
759,10/7/18 18:15,10/7/18 12:15,99.27491,15.54964,492,val. GPS-3D,3.28,3.6,29
758,10/7/18 18:02,10/7/18 12:02,99.27508,15.5497,478,GPS-3D,3.28,3.6,29
757,10/7/18 17:45,10/7/18 11:45,99.27549,15.55007,485,val. GPS-3D,3.28,3.6,28
756,10/7/18 17:30,10/7/18 11:30,99.27547,15.54984,450,val. GPS-3D,3.28,3.6,28
755,10/7/18 17:15,10/7/18 11:15,99.27546,15.54999,475,val. GPS-3D,3.28,3.6,29
754,10/7/18 17:00,10/7/18 11:00,99.2755,15.54996,456,val. GPS-3D,3.28,3.6,29
753,10/7/18 16:45,10/7/18 10:45,99.27549,15.55005,456,val. GPS-3D,3.28,3.6,28
752,10/7/18 16:30,10/7/18 10:30,99.27549,15.55001,479,val. GPS-3D,3.28,3.6,28
751,10/7/18 16:15,10/7/18 10:15,99.27546,15.55004,447,val. GPS-3D,3.28,3.6,29
750,10/7/18 16:00,10/7/18 10:00,99.27581,15.55019,513,val. GPS-3D,3.28,3.6,28
749,10/7/18 15:45,10/7/18 9:45,99.27552,15.54996,486,val. GPS-3D,3.28,3.6,28
748,10/7/18 15:30,10/7/18 9:30,99.2754,15.55001,450,val. GPS-3D,3.28,3.6,29
747,10/7/18 15:15,10/7/18 9:15,99.27552,15.55006,436,val. GPS-3D,3.28,3.6,30
746,10/7/18 15:00,10/7/18 9:00,99.27551,15.55008,458,val. GPS-3D,3.28,3.6,31
745,10/7/18 14:45,10/7/18 8:45,99.27547,15.5501,468,val. GPS-3D,3.28,3.6,30
744,10/7/18 14:30,10/7/18 8:30,99.27542,15.55001,437,val. GPS-3D,3.28,3.6,30
743,10/7/18 14:15,10/7/18 8:15,99.27551,15.55002,469,val. GPS-3D,3.28,3.6,29
742,10/7/18 14:00,10/7/18 8:00,99.2755,15.55,461,val. GPS-3D,3.28,3.6,29
741,10/7/18 13:45,10/7/18 7:45,99.27552,15.55,470,val. GPS-3D,3.28,3.6,29
740,10/7/18 13:30,10/7/18 7:30,99.27548,15.55,463,val. GPS-3D,3.28,3.6,29
739,10/7/18 13:15,10/7/18 7:15,99.27544,15.55,475,val. GPS-3D,3.28,3.6,29
738,10/7/18 13:00,10/7/18 7:00,99.27584,15.54999,474,val. GPS-3D,3.28,3.6,29
737,10/7/18 12:45,10/7/18 6:45,99.27529,15.54992,432,val. GPS-3D,3.28,3.6,30
736,10/7/18 12:30,10/7/18 6:30,99.27552,15.5501,488,val. GPS-3D,3.28,3.6,30
735,10/7/18 12:15,10/7/18 6:15,99.27544,15.55005,464,val. GPS-3D,3.28,3.6,29
734,10/7/18 12:00,10/7/18 6:00,99.27522,15.5502,450,val. GPS-3D,3.28,3.6,30
733,10/7/18 11:45,10/7/18 5:45,99.27548,15.55002,474,val. GPS-3D,3.28,3.6,29
732,10/7/18 11:30,10/7/18 5:30,99.27526,15.55053,469,val. GPS-3D,3.28,3.6,29
731,10/7/18 11:15,10/7/18 5:15,99.27528,15.55181,457,val. GPS-3D,3.28,3.6,29
730,10/7/18 11:00,10/7/18 5:00,99.27579,15.55369,427,val. GPS-3D,3.28,3.6,30
729,10/7/18 10:45,10/7/18 4:45,99.27551,15.55556,446,val. GPS-3D,3.28,3.6,30
728,10/7/18 10:30,10/7/18 4:30,99.27657,15.55573,458,val. GPS-3D,3.28,3.6,30
727,10/7/18 10:15,10/7/18 4:15,99.2774,15.55667,399,val. GPS-3D,3.28,3.6,31
726,10/7/18 10:01,10/7/18 4:01,99.27785,15.55764,378,val. GPS-3D,3.28,3.6,31
725,10/7/18 9:45,10/7/18 3:45,99.27832,15.55759,435,val. GPS-3D,3.28,3.6,32
724,10/7/18 9:30,10/7/18 3:30,99.2778,15.55772,377,val. GPS-3D,3.28,3.6,32
723,10/7/18 9:15,10/7/18 3:15,99.27785,15.55778,413,val. GPS-3D,3.28,3.6,32
722,10/7/18 9:00,10/7/18 3:00,99.27771,15.55777,388,val. GPS-3D,3.28,3.6,32
721,10/7/18 8:45,10/7/18 2:45,99.27776,15.55781,398,val. GPS-3D,3.28,3.6,32
720,10/7/18 8:30,10/7/18 2:30,99.27712,15.55905,393,val. GPS-3D,3.28,3.6,33
719,10/7/18 8:15,10/7/18 2:15,99.27786,15.56081,474,val. GPS-3D,3.28,3.6,35
718,10/7/18 8:00,10/7/18 2:00,99.27869,15.56137,527,val. GPS-3D,3.28,3.6,35
717,10/7/18 7:45,10/7/18 1:45,99.2787,15.56142,522,val. GPS-3D,3.28,3.6,35
716,10/7/18 7:30,10/7/18 1:30,99.27875,15.56139,512,val. GPS-3D,3.28,3.6,35
715,10/7/18 7:15,10/7/18 1:15,99.27873,15.5614,518,val. GPS-3D,3.28,3.6,35
714,10/7/18 7:00,10/7/18 1:00,99.27874,15.5614,510,val. GPS-3D,3.28,3.6,34
713,10/7/18 6:45,10/7/18 0:45,99.27903,15.56205,520,val. GPS-3D,3.28,3.52,32
712,10/7/18 6:30,10/7/18 0:30,99.27959,15.56415,526,val. GPS-3D,3.28,3.6,32
711,10/7/18 6:15,10/7/18 0:15,99.27965,15.56586,542,val. GPS-3D,3.28,3.6,32
710,10/7/18 6:00,10/7/18 0:00,99.28083,15.56648,502,val. GPS-3D,3.28,3.6,32
709,10/7/18 5:45,10/6/18 23:45,99.28084,15.56647,498,val. GPS-3D,3.28,3.6,32
708,10/7/18 5:30,10/6/18 23:30,99.28087,15.56642,459,val. GPS-3D,3.28,3.6,33
707,10/7/18 5:15,10/6/18 23:15,99.28089,15.56641,487,val. GPS-3D,3.28,3.6,33
706,10/7/18 5:00,10/6/18 23:00,99.2808,15.56645,484,val. GPS-3D,3.28,3.6,34
705,10/7/18 4:45,10/6/18 22:45,99.28112,15.56661,503,val. GPS-3D,3.28,3.6,34
704,10/7/18 4:30,10/6/18 22:30,99.28085,15.56645,516,val. GPS-3D,3.28,3.6,32
703,10/7/18 4:15,10/6/18 22:15,99.2808,15.5665,488,val. GPS-3D,3.28,3.6,31
702,10/7/18 4:02,10/6/18 22:02,99.28081,15.56646,489,val. GPS-3D,3.28,3.6,32
701,10/7/18 3:45,10/6/18 21:45,99.28207,15.56624,526,val. GPS-3D,3.28,3.6,32
700,10/7/18 3:30,10/6/18 21:30,99.28375,15.56445,468,val. GPS-3D,3.28,3.6,32
699,10/7/18 3:15,10/6/18 21:15,99.28531,15.5634,483,val. GPS-3D,3.28,3.6,33
698,10/7/18 3:00,10/6/18 21:00,99.28672,15.56187,480,val. GPS-3D,3.28,3.6,34
697,10/7/18 2:45,10/6/18 20:45,99.2867,15.56109,401,val. GPS-3D,3.28,3.6,34
696,10/7/18 2:30,10/6/18 20:30,99.28675,15.56114,439,val. GPS-3D,3.28,3.6,32
695,10/7/18 2:15,10/6/18 20:15,99.2867,15.56103,426,val. GPS-3D,3.28,3.6,31
694,10/7/18 2:00,10/6/18 20:00,99.28674,15.56109,431,val. GPS-3D,3.28,3.6,32
693,10/7/18 1:45,10/6/18 19:45,99.2867,15.56106,429,val. GPS-3D,3.28,3.6,32
692,10/7/18 1:30,10/6/18 19:30,99.2867,15.56106,419,val. GPS-3D,3.28,3.6,32
691,10/7/18 1:15,10/6/18 19:15,99.28675,15.56107,418,val. GPS-3D,3.28,3.6,32
690,10/7/18 1:00,10/6/18 19:00,99.28671,15.56105,423,val. GPS-3D,3.28,3.6,30
689,10/7/18 0:45,10/6/18 18:45,99.28625,15.55965,370,val. GPS-3D,3.28,3.6,29
688,10/7/18 0:30,10/6/18 18:30,99.28583,15.55731,298,val. GPS-3D,3.28,3.6,29
687,10/7/18 0:15,10/6/18 18:15,99.28601,15.55577,271,val. GPS-3D,3.28,3.6,29
686,10/7/18 0:00,10/6/18 18:00,99.28615,15.5557,290,val. GPS-3D,3.28,3.6,29
685,10/6/18 23:45,10/6/18 17:45,99.28586,15.55571,294,val. GPS-3D,3.28,3.6,28
684,10/6/18 23:30,10/6/18 17:30,99.2859,15.55569,357,val. GPS-3D,3.28,3.6,28
683,10/6/18 23:15,10/6/18 17:15,99.28597,15.55565,283,val. GPS-3D,3.28,3.52,28
682,10/6/18 23:00,10/6/18 17:00,99.28578,15.55546,291,val. GPS-3D,3.28,3.52,27
681,10/6/18 22:45,10/6/18 16:45,99.28518,15.55179,293,val. GPS-3D,3.28,3.52,28
680,10/6/18 22:30,10/6/18 16:30,99.28491,15.55009,291,val. GPS-3D,3.28,3.6,28
679,10/6/18 22:15,10/6/18 16:15,99.28469,15.54994,313,val. GPS-3D,3.28,3.6,27
678,10/6/18 22:00,10/6/18 16:00,99.28446,15.54899,311,val. GPS-3D,3.28,3.6,27
677,10/6/18 21:45,10/6/18 15:45,99.28429,15.54631,266,val. GPS-3D,3.28,3.6,28
676,10/6/18 21:30,10/6/18 15:30,99.28435,15.54627,251,val. GPS-3D,3.28,3.6,27
675,10/6/18 21:15,10/6/18 15:15,99.28436,15.54633,259,val. GPS-3D,3.28,3.6,28
674,10/6/18 21:00,10/6/18 15:00,99.28404,15.54641,233,val. GPS-3D,3.28,3.6,28
673,10/6/18 20:45,10/6/18 14:45,99.28425,15.54636,267,val. GPS-3D,3.28,3.6,28
672,10/6/18 20:30,10/6/18 14:30,99.28446,15.54627,274,val. GPS-3D,3.28,3.6,28
671,10/6/18 20:15,10/6/18 14:15,99.28439,15.54636,277,val. GPS-3D,3.28,3.6,28
670,10/6/18 20:00,10/6/18 14:00,99.28438,15.54636,267,val. GPS-3D,3.28,3.52,28
669,10/6/18 19:45,10/6/18 13:45,99.2844,15.54629,227,val. GPS-3D,3.28,3.6,29
668,10/6/18 19:30,10/6/18 13:30,99.28433,15.54636,291,val. GPS-3D,3.28,3.6,28
667,10/6/18 19:15,10/6/18 13:15,99.28447,15.54633,324,val. GPS-3D,3.28,3.6,29
666,10/6/18 19:00,10/6/18 13:00,99.28429,15.54636,269,val. GPS-3D,3.28,3.6,29
665,10/6/18 18:45,10/6/18 12:45,99.28415,15.54671,242,val. GPS-3D,3.28,3.6,29
664,10/6/18 18:30,10/6/18 12:30,99.28424,15.54644,242,val. GPS-3D,3.28,3.6,28
663,10/6/18 18:15,10/6/18 12:15,99.28363,15.54603,294,val. GPS-3D,3.28,3.6,28
662,10/6/18 18:00,10/6/18 12:00,99.28332,15.54616,288,val. GPS-3D,3.28,3.6,28
661,10/6/18 17:45,10/6/18 11:45,99.28133,15.54835,336,val. GPS-3D,3.28,3.6,28
660,10/6/18 17:30,10/6/18 11:30,99.28015,15.55015,334,val. GPS-3D,3.28,3.6,28
659,10/6/18 17:15,10/6/18 11:15,99.28044,15.55006,349,val. GPS-3D,3.28,3.6,28
658,10/6/18 17:00,10/6/18 11:00,99.28032,15.55012,334,val. GPS-3D,3.28,3.6,28
657,10/6/18 16:45,10/6/18 10:45,99.28051,15.54991,327,val. GPS-3D,3.28,3.6,28
656,10/6/18 16:30,10/6/18 10:30,99.28054,15.54988,331,val. GPS-3D,3.28,3.6,28
655,10/6/18 16:18,10/6/18 10:18,99.28102,15.55001,314,GPS-3D,3.28,3.6,28
654,10/6/18 16:01,10/6/18 10:01,99.28067,15.55114,344,val. GPS-3D,3.28,3.6,27
653,10/6/18 15:45,10/6/18 9:45,99.27995,15.55292,351,val. GPS-3D,3.28,3.6,27
652,10/6/18 15:30,10/6/18 9:30,99.2789,15.55526,363,val. GPS-3D,3.28,3.6,28
651,10/6/18 15:15,10/6/18 9:15,99.27783,15.55544,404,val. GPS-3D,3.28,3.6,28
650,10/6/18 15:00,10/6/18 9:00,99.2778,15.55543,397,val. GPS-3D,3.28,3.6,28
649,10/6/18 14:45,10/6/18 8:45,99.27783,15.5554,403,val. GPS-3D,3.36,3.6,28
648,10/6/18 14:30,10/6/18 8:30,99.27799,15.55536,419,val. GPS-3D,3.28,3.6,28
647,10/6/18 14:15,10/6/18 8:15,99.27782,15.55544,410,val. GPS-3D,3.28,3.6,28
646,10/6/18 14:00,10/6/18 8:00,99.27776,15.55536,426,val. GPS-3D,3.28,3.6,28
645,10/6/18 13:45,10/6/18 7:45,99.27781,15.55543,406,val. GPS-3D,3.28,3.6,29
644,10/6/18 13:30,10/6/18 7:30,99.27779,15.55538,404,val. GPS-3D,3.28,3.6,29
643,10/6/18 13:15,10/6/18 7:15,99.27773,15.55539,357,val. GPS-3D,3.28,3.6,30
642,10/6/18 13:00,10/6/18 7:00,99.27774,15.55535,400,val. GPS-3D,3.28,3.6,30
641,10/6/18 12:46,10/6/18 6:46,99.27773,15.55533,393,val. GPS-3D,3.28,3.6,31
640,10/6/18 12:33,10/6/18 6:33,99.27782,15.55548,424,GPS-3D,3.28,3.6,31
639,10/6/18 12:15,10/6/18 6:15,99.27781,15.55548,432,val. GPS-3D,3.28,3.6,31
638,10/6/18 12:00,10/6/18 6:00,99.27776,15.55545,428,val. GPS-3D,3.28,3.6,30
637,10/6/18 11:45,10/6/18 5:45,99.27774,15.5554,401,val. GPS-3D,3.28,3.6,29
636,10/6/18 11:30,10/6/18 5:30,99.27838,15.55431,419,val. GPS-3D,3.28,3.6,29
635,10/6/18 11:15,10/6/18 5:15,99.27636,15.55363,423,val. GPS-3D,3.28,3.6,29
634,10/6/18 11:00,10/6/18 5:00,99.27579,15.55197,426,val. GPS-3D,3.28,3.6,29
633,10/6/18 10:45,10/6/18 4:45,99.27632,15.55043,445,val. GPS-3D,3.28,3.6,30
632,10/6/18 10:33,10/6/18 4:33,99.27663,15.54883,463,GPS-3D,3.28,3.6,30
631,10/6/18 10:15,10/6/18 4:15,99.27731,15.54621,439,val. GPS-3D,3.28,3.6,30
630,10/6/18 10:00,10/6/18 4:00,99.27742,15.54575,435,val. GPS-3D,3.28,3.6,30
629,10/6/18 9:45,10/6/18 3:45,99.27752,15.54572,432,val. GPS-3D,3.28,3.6,30
628,10/6/18 9:30,10/6/18 3:30,99.27747,15.54584,447,val. GPS-3D,3.28,3.6,31
627,10/6/18 9:15,10/6/18 3:15,99.27764,15.54459,548,val. GPS-3D,3.28,3.6,31
626,10/6/18 9:00,10/6/18 3:00,99.27735,15.54313,492,val. GPS-3D,3.28,3.6,31
625,10/6/18 8:45,10/6/18 2:45,99.27692,15.54217,434,val. GPS-3D,3.28,3.6,31
624,10/6/18 8:30,10/6/18 2:30,99.27666,15.54197,454,val. GPS-3D,3.28,3.6,31
623,10/6/18 8:15,10/6/18 2:15,99.27664,15.54196,428,val. GPS-3D,3.28,3.6,33
622,10/6/18 8:00,10/6/18 2:00,99.27679,15.54204,440,val. GPS-3D,3.28,3.6,34
621,10/6/18 7:45,10/6/18 1:45,99.27664,15.54188,438,val. GPS-3D,3.28,3.6,33
620,10/6/18 7:30,10/6/18 1:30,99.27672,15.54184,447,val. GPS-3D,3.28,3.6,33
619,10/6/18 7:15,10/6/18 1:15,99.27664,15.54189,447,val. GPS-3D,3.28,3.6,33
618,10/6/18 7:00,10/6/18 1:00,99.2767,15.54185,458,val. GPS-3D,3.28,3.6,33
617,10/6/18 6:45,10/6/18 0:45,99.2768,15.54189,471,val. GPS-3D,3.28,3.6,33
616,10/6/18 6:30,10/6/18 0:30,99.27669,15.54189,456,val. GPS-3D,3.28,3.6,34
615,10/6/18 6:15,10/6/18 0:15,99.27649,15.54206,426,val. GPS-3D,3.28,3.6,34
614,10/6/18 6:00,10/6/18 0:00,99.27662,15.54216,445,val. GPS-3D,3.28,3.6,34
613,10/6/18 5:45,10/5/18 23:45,99.2763,15.54105,388,val. GPS-3D,3.28,3.6,33
612,10/6/18 5:30,10/5/18 23:30,99.27547,15.54079,417,val. GPS-3D,3.28,3.6,32
611,10/6/18 5:15,10/5/18 23:15,99.27601,15.54116,382,val. GPS-3D,3.28,3.6,31
610,10/6/18 5:00,10/5/18 23:00,99.27686,15.54064,415,val. GPS-3D,3.28,3.6,32
609,10/6/18 4:45,10/5/18 22:45,99.27651,15.53911,361,val. GPS-3D,3.28,3.6,31
608,10/6/18 4:30,10/5/18 22:30,99.27653,15.53917,353,val. GPS-3D,3.28,3.6,31
607,10/6/18 4:15,10/5/18 22:15,99.27594,15.53868,354,val. GPS-3D,3.28,3.6,31
606,10/6/18 4:00,10/5/18 22:00,99.27601,15.53867,356,val. GPS-3D,3.28,3.6,31
605,10/6/18 3:45,10/5/18 21:45,99.276,15.53857,388,val. GPS-3D,3.28,3.6,32
604,10/6/18 3:30,10/5/18 21:30,99.27567,15.53701,370,val. GPS-3D,3.28,3.6,32
602,10/6/18 3:00,10/5/18 21:00,99.27532,15.53529,323,val. GPS-3D,3.28,3.6,32
601,10/6/18 2:45,10/5/18 20:45,99.27539,15.53534,330,val. GPS-3D,3.28,3.6,32
600,10/6/18 2:30,10/5/18 20:30,99.27538,15.53527,372,val. GPS-3D,3.28,3.6,33
599,10/6/18 2:15,10/5/18 20:15,99.27573,15.53511,348,val. GPS-3D,3.28,3.6,33
598,10/6/18 2:00,10/5/18 20:00,99.27574,15.53519,307,val. GPS-3D,3.28,3.6,35
597,10/6/18 1:45,10/5/18 19:45,99.27536,15.53484,335,val. GPS-3D,3.28,3.6,32
596,10/6/18 1:30,10/5/18 19:30,99.27531,15.53483,355,val. GPS-3D,3.28,3.52,29
595,10/6/18 1:15,10/5/18 19:15,99.27517,15.53314,319,val. GPS-3D,3.28,3.52,27
594,10/6/18 1:00,10/5/18 19:00,99.27541,15.53095,309,val. GPS-3D,3.28,3.6,27
593,10/6/18 0:45,10/5/18 18:45,99.27834,15.52901,275,val. GPS-3D,3.28,3.6,27
592,10/6/18 0:30,10/5/18 18:30,99.28095,15.52723,251,val. GPS-3D,3.28,3.6,27
591,10/6/18 0:15,10/5/18 18:15,99.28093,15.52725,258,val. GPS-3D,3.28,3.6,27
589,10/5/18 23:45,10/5/18 17:45,99.28082,15.5272,250,val. GPS-3D,3.28,3.6,25
588,10/5/18 23:30,10/5/18 17:30,99.28073,15.52717,262,val. GPS-3D,3.28,3.6,25
587,10/5/18 23:15,10/5/18 17:15,99.28052,15.52716,197,val. GPS-3D,3.28,3.6,26
586,10/5/18 23:00,10/5/18 17:00,99.281,15.52725,257,val. GPS-3D,3.28,3.6,27
585,10/5/18 22:45,10/5/18 16:45,99.28082,15.5272,263,val. GPS-3D,3.28,3.6,28
584,10/5/18 22:30,10/5/18 16:30,99.28095,15.5272,256,val. GPS-3D,3.28,3.6,28
583,10/5/18 22:15,10/5/18 16:15,99.28094,15.52715,245,val. GPS-3D,3.28,3.6,28
582,10/5/18 22:00,10/5/18 16:00,99.28096,15.52722,272,val. GPS-3D,3.28,3.6,29
581,10/5/18 21:45,10/5/18 15:45,99.28099,15.52721,266,val. GPS-3D,3.28,3.6,29
580,10/5/18 21:30,10/5/18 15:30,99.28089,15.52722,254,val. GPS-3D,3.28,3.6,29
579,10/5/18 21:15,10/5/18 15:15,99.28095,15.5272,265,val. GPS-3D,3.28,3.6,29
578,10/5/18 21:00,10/5/18 15:00,99.28093,15.52718,281,val. GPS-3D,3.28,3.6,28
577,10/5/18 20:45,10/5/18 14:45,99.28104,15.52731,272,val. GPS-3D,3.28,3.6,28
576,10/5/18 20:30,10/5/18 14:30,99.28159,15.52855,285,val. GPS-3D,3.28,3.6,27
575,10/5/18 20:15,10/5/18 14:15,99.28169,15.52829,247,val. GPS-3D,3.28,3.6,27
574,10/5/18 20:01,10/5/18 14:01,99.28147,15.52854,259,val. GPS-3D,3.28,3.52,27
573,10/5/18 19:45,10/5/18 13:45,99.28011,15.52976,246,val. GPS-3D,3.28,3.52,27
572,10/5/18 19:30,10/5/18 13:30,99.27992,15.53212,255,val. GPS-3D,3.28,3.6,27
571,10/5/18 19:15,10/5/18 13:15,99.28149,15.53469,255,val. GPS-3D,3.28,3.6,27
570,10/5/18 19:00,10/5/18 13:00,99.28294,15.53742,252,val. GPS-3D,3.28,3.52,27
569,10/5/18 18:45,10/5/18 12:45,99.28636,15.53969,249,val. GPS-3D,3.28,3.6,29
568,10/5/18 18:30,10/5/18 12:30,99.28564,15.54047,208,val. GPS-3D,3.28,3.6,28
567,10/5/18 18:15,10/5/18 12:15,99.28566,15.54068,229,val. GPS-3D,3.28,3.6,28
566,10/5/18 18:00,10/5/18 12:00,99.28637,15.53997,235,val. GPS-3D,3.28,3.6,27
565,10/5/18 17:45,10/5/18 11:45,99.28721,15.54003,233,val. GPS-3D,3.28,3.52,27
564,10/5/18 17:30,10/5/18 11:30,99.2885,15.54254,229,val. GPS-3D,3.28,3.52,27
563,10/5/18 17:15,10/5/18 11:15,99.29005,15.54683,246,val. GPS-3D,3.28,3.52,27
562,10/5/18 17:00,10/5/18 11:00,99.29114,15.54712,233,val. GPS-3D,3.28,3.52,27
561,10/5/18 16:45,10/5/18 10:45,99.29352,15.55095,232,val. GPS-3D,3.28,3.52,27
560,10/5/18 16:30,10/5/18 10:30,99.29601,15.55527,238,val. GPS-3D,3.28,3.6,27
559,10/5/18 16:15,10/5/18 10:15,99.29826,15.55952,241,val. GPS-3D,3.28,3.6,28
558,10/5/18 16:01,10/5/18 10:01,99.2984,15.55977,233,val. GPS-3D,3.28,3.52,28
557,10/5/18 15:45,10/5/18 9:45,99.2985,15.55977,241,val. GPS-3D,3.28,3.52,27
556,10/5/18 15:31,10/5/18 9:31,99.29857,15.55991,236,val. GPS-3D,3.28,3.52,27
555,10/5/18 15:15,10/5/18 9:15,99.30117,15.56341,233,val. GPS-3D,3.28,3.6,28
554,10/5/18 15:00,10/5/18 9:00,99.30268,15.5675,233,val. GPS-3D,3.28,3.6,29
553,10/5/18 14:45,10/5/18 8:45,99.30193,15.56859,275,val. GPS-3D,3.28,3.6,30
552,10/5/18 14:31,10/5/18 8:31,99.30187,15.56833,269,val. GPS-3D,3.28,3.6,29
551,10/5/18 14:15,10/5/18 8:15,99.30193,15.56861,277,val. GPS-3D,3.28,3.6,28
550,10/5/18 14:00,10/5/18 8:00,99.30196,15.56858,279,val. GPS-3D,3.28,3.6,28
549,10/5/18 13:45,10/5/18 7:45,99.30195,15.5686,273,val. GPS-3D,3.28,3.6,28
548,10/5/18 13:30,10/5/18 7:30,99.3019,15.56861,285,val. GPS-3D,3.28,3.6,29
547,10/5/18 13:15,10/5/18 7:15,99.30192,15.5686,281,val. GPS-3D,3.28,3.6,30
546,10/5/18 12:00,10/5/18 6:00,99.30193,15.56862,258,val. GPS-3D,3.28,3.6,31
545,10/5/18 11:45,10/5/18 5:45,99.30198,15.56857,262,val. GPS-3D,3.28,3.6,31
544,10/5/18 11:30,10/5/18 5:30,99.30188,15.56866,246,val. GPS-3D,3.28,3.52,31
543,10/5/18 11:15,10/5/18 5:15,99.30193,15.5686,264,val. GPS-3D,3.28,3.6,31
542,10/5/18 11:00,10/5/18 5:00,99.30211,15.5682,253,val. GPS-3D,3.28,3.6,30
541,10/5/18 10:45,10/5/18 4:45,99.30327,15.56645,218,val. GPS-3D,3.28,3.6,31
540,10/5/18 10:30,10/5/18 4:30,99.30537,15.56366,223,val. GPS-3D,3.28,3.6,31
539,10/5/18 10:15,10/5/18 4:15,99.30699,15.56071,202,val. GPS-3D,3.28,3.6,32
538,10/5/18 10:00,10/5/18 4:00,99.30846,15.55797,209,val. GPS-3D,3.28,3.6,32
537,10/5/18 9:45,10/5/18 3:45,99.30853,15.558,237,val. GPS-3D,3.28,3.6,31
536,10/5/18 9:30,10/5/18 3:30,99.30895,15.55691,215,val. GPS-3D,3.28,3.6,32
535,10/5/18 9:15,10/5/18 3:15,99.30928,15.55469,207,val. GPS-3D,3.28,3.6,33
534,10/5/18 9:00,10/5/18 3:00,99.30923,15.55419,221,val. GPS-3D,3.28,3.6,32
533,10/5/18 8:45,10/5/18 2:45,99.30945,15.5541,234,val. GPS-3D,3.28,3.6,33
532,10/5/18 8:30,10/5/18 2:30,99.30948,15.55387,251,val. GPS-3D,3.28,3.6,34
531,10/5/18 8:17,10/5/18 2:17,99.30944,15.55395,226,val. GPS-3D,3.28,3.6,34
530,10/5/18 8:02,10/5/18 2:02,99.30943,15.55396,236,GPS-3D,3.28,3.6,34
529,10/5/18 7:45,10/5/18 1:45,99.30955,15.55387,280,val. GPS-3D,3.28,3.6,33
528,10/5/18 7:30,10/5/18 1:30,99.30942,15.55402,229,val. GPS-3D,3.28,3.6,32
527,10/5/18 7:16,10/5/18 1:16,99.30947,15.55416,262,val. GPS-3D,3.28,3.6,32
526,10/5/18 7:00,10/5/18 1:00,99.30939,15.55405,253,val. GPS-3D,3.28,3.6,32
525,10/5/18 6:45,10/5/18 0:45,99.3093,15.55412,234,val. GPS-3D,3.28,3.6,32
524,10/5/18 6:30,10/5/18 0:30,99.30938,15.55389,237,val. GPS-3D,3.28,3.6,33
523,10/5/18 6:15,10/5/18 0:15,99.30947,15.55396,222,val. GPS-3D,3.28,3.6,33
522,10/5/18 6:00,10/5/18 0:00,99.30935,15.55401,211,val. GPS-3D,3.28,3.6,32
521,10/5/18 5:45,10/4/18 23:45,99.30943,15.55401,225,val. GPS-3D,3.28,3.6,31
520,10/5/18 5:30,10/4/18 23:30,99.30937,15.55404,229,val. GPS-3D,3.28,3.6,31
519,10/5/18 5:15,10/4/18 23:15,99.30949,15.55395,218,val. GPS-3D,3.28,3.6,31
518,10/5/18 5:00,10/4/18 23:00,99.30932,15.55403,232,val. GPS-3D,3.28,3.6,32
517,10/5/18 4:45,10/4/18 22:45,99.30955,15.554,229,val. GPS-3D,3.28,3.6,32
516,10/5/18 4:30,10/4/18 22:30,99.30957,15.55404,243,val. GPS-3D,3.28,3.6,33
515,10/5/18 4:15,10/4/18 22:15,99.30942,15.55407,193,val. GPS-3D,3.28,3.6,33
514,10/5/18 4:00,10/4/18 22:00,99.30956,15.55317,239,val. GPS-3D,3.28,3.6,32
513,10/5/18 3:45,10/4/18 21:45,99.31163,15.54924,236,val. GPS-3D,3.28,3.6,31
512,10/5/18 3:30,10/4/18 21:30,99.30682,15.54605,235,val. GPS-3D,3.28,3.6,30
511,10/5/18 3:15,10/4/18 21:15,99.30349,15.54467,260,val. GPS-3D,3.28,3.6,31
510,10/5/18 3:00,10/4/18 21:00,99.30347,15.5446,224,val. GPS-3D,3.28,3.6,30
509,10/5/18 2:45,10/4/18 20:45,99.30353,15.54455,241,val. GPS-3D,3.28,3.6,30
508,10/5/18 2:30,10/4/18 20:30,99.30355,15.54457,220,val. GPS-3D,3.28,3.6,31
507,10/5/18 2:15,10/4/18 20:15,99.30351,15.54455,270,val. GPS-3D,3.28,3.6,30
506,10/5/18 2:00,10/4/18 20:00,99.3035,15.54454,252,val. GPS-3D,3.28,3.6,31
505,10/5/18 1:45,10/4/18 19:45,99.30361,15.5446,193,val. GPS-3D,3.28,3.6,31
504,10/5/18 1:30,10/4/18 19:30,99.30343,15.54443,193,val. GPS-3D,3.28,3.6,31
503,10/5/18 1:16,10/4/18 19:16,99.30338,15.54443,261,val. GPS-3D,3.28,3.6,30
502,10/5/18 1:00,10/4/18 19:00,99.30349,15.54449,272,val. GPS-3D,3.28,3.6,29
